index,active_qubit_count_per_index,avg_toffoli_gates_per_run_in_bin,phase_name
4908804,899,216.000000,tlm_square
4911220,899,219.000000,tlm_square
4913635,899,236.000000,tlm_square
4916051,899,174.000000,tlm_square
4918466,899,234.000000,tlm_square
4920882,899,225.000000,tlm_square
4923297,899,216.000000,tlm_square
4925712,899,207.000000,tlm_square
4928128,899,221.000000,tlm_square
4930543,899,227.000000,tlm_square
4932959,899,221.000000,tlm_square
4935374,899,208.000000,tlm_square
4937790,899,225.000000,tlm_square
4940205,899,196.000000,tlm_square
4942621,899,227.000000,tlm_square
4945036,899,210.000000,tlm_square
4947451,899,218.000000,tlm_square
4949867,899,205.000000,tlm_square
4952282,899,400.000000,tlm_square
4954698,1026,529.000000,tlm_square
4957113,899,464.000000,tlm_square
4959529,907,51.495789,tlm_square
4961944,1082,139.666334,tlm_square
4964360,1035,231.854610,tlm_square
4966775,1027,3.508090,tlm_square
4969191,1083,167.529255,tlm_square
4971606,1021,160.000000,tlm_square
4974021,1069,3.514517,tlm_square
4976437,1055,163.485040,tlm_square
4978852,1145,150.000000,tlm_square
4981268,899,410.509752,tlm_square
4983683,1026,574.000000,tlm_square
4986099,899,221.000000,tlm_square
4988514,899,221.000000,tlm_square
4990930,899,209.000000,tlm_square
